sampling,date,plot,treatment,species_old,species,abundance,height,Cb,Db,Cm,Dm,category,OBS,ni-agrupado,familia
11,23_nov_13,6,p,gedi,gedi,10,8,1.1,NA,1.2,NA,,,,
11,23_nov_13,6,p,gedi,gedi,10,8,1.9,NA,1.4,NA,,,,
11,23_nov_13,6,p,gedi,gedi,10,7.5,2.3,NA,1.9,NA,,,,
11,23_nov_13,6,p,gedi,gedi,10,7,NA,0.41,1.9,NA,,,,
11,23_nov_13,6,p,gedi,gedi,10,6.5,1.7,NA,1.6,NA,,,,
11,23_nov_13,8,w,gedi,gedi,8,19,1.7,NA,1.5,NA,,,,
11,23_nov_13,8,w,gedi,gedi,8,16,NA,0.19,NA,0.11,,,,
11,23_nov_13,8,w,gedi,gedi,8,15,NA,0.18,NA,0.09,,,,
11,23_nov_13,8,w,gedi,gedi,8,12,NA,0.21,NA,0.09,,,,
11,23_nov_13,8,w,gedi,gedi,8,10,NA,0.35,NA,0.19,,,,
11,23_nov_13,9,w,gedi,gedi,2,7.5,NA,0.02,NA,0,,,,
11,23_nov_13,9,w,gedi,gedi,2,5.5,NA,0.03,NA,0.01,,,,
11,23_nov_13,9,w,gedi,gedi,2,5,NA,0,NA,0,,,,
11,23_nov_13,9,w,gedi,gedi,2,4,NA,0,NA,0.01,,,,
2,23_jun_14,11,c,gedi,gedi,2,24,NA,NA,NA,NA,3,,,
2,23_jun_14,14,c,gedi,gedi,14,49,NA,NA,NA,NA,NA,,,
2,23_jun_14,14,c,gedi,gedi,14,39,NA,NA,NA,NA,NA,,,
2,23_jun_14,14,c,gedi,gedi,14,38,NA,NA,NA,NA,NA,,,
2,23_jun_14,14,c,gedi,gedi,14,37.5,NA,NA,NA,NA,NA,,,
2,23_jun_14,14,c,gedi,gedi,14,31,NA,NA,NA,NA,NA,,,
2,23_jun_14,7,c,gedi,gedi,3,18,NA,NA,NA,NA,NA,,,
2,23_jun_14,7,c,gedi,gedi,3,15,NA,NA,NA,NA,NA,,,
2,23_jun_14,8,w,gedi,gedi,20,73,NA,NA,NA,NA,NA,,,
2,23_jun_14,8,w,gedi,gedi,20,65,NA,NA,NA,NA,NA,,,
2,23_jun_14,8,w,gedi,gedi,20,61,NA,NA,NA,NA,NA,,,
2,23_jun_14,8,w,gedi,gedi,20,54.5,NA,NA,NA,NA,NA,,,
2,23_jun_14,8,w,gedi,gedi,20,52.5,NA,NA,NA,NA,NA,,,
2,23_jun_14,8,w,gedi,gedi,20,49,NA,NA,NA,NA,NA,,,
2,23_jun_14,8,w,gedi,gedi,20,45,NA,NA,NA,NA,NA,,,
2,23_jun_14,9,w,gedi,gedi,10,49,NA,NA,NA,NA,2,,,
2,23_jun_14,9,w,gedi,gedi,10,47.5,NA,NA,NA,NA,2,,,
2,23_jun_14,9,w,gedi,gedi,10,46.5,NA,NA,NA,NA,2,,,
2,23_jun_14,9,w,gedi,gedi,10,37.5,NA,NA,NA,NA,2,,,
2,23_jun_14,9,w,gedi,gedi,10,37,NA,NA,NA,NA,2,,,
3,23_jun_28,10,p,gedi,gedi,1,NA,NA,NA,NA,NA,NA,sampling without allometric measurements if abundance was <5,,
5,23_jul_26,5,wp,ni_p5_1,poaceae,5,22,2.3,NA,2,NA,NA,dactylis?? graminiea de tallo plano,ni-3,poaceae
8,23_sep_18,10,p,chsp,chsp,5,29,NA,0.29,4.5,NA,NA,,,
8,23_sep_18,10,p,chsp,chsp,5,11,NA,0.07,3.2,NA,NA,,,
3,23_jun_28,3,p,coar,coar,2,18.5,4,NA,3.5,NA,NA,,,
3,23_jun_28,3,p,coar,coar,2,15,3.1,NA,2.7,NA,NA,,,
7,23_sep_4,12,wp,fear,fear,15,12,5,NA,3,NA,NA,,,
7,23_sep_4,12,wp,fear,fear,15,8,2,NA,1.2,NA,NA,,,
7,23_sep_4,12,wp,fear,fear,15,7,4,NA,2.5,NA,NA,,,
7,23_sep_4,14,c,fear,fear,25,34,9.2,NA,6,NA,NA,,,
7,23_sep_4,14,c,fear,fear,25,31,29,NA,9.8,NA,NA,,,
7,23_sep_4,14,c,fear,fear,25,30,16,NA,8.3,NA,NA,,,
7,23_sep_4,14,c,fear,fear,25,21,4.2,NA,3.4,NA,NA,,,
3,23_jun_28,3,p,kisp,kisp,1,5,2.8,NA,4,NA,0,,,
3,23_jun_28,3,p,lyar,lyar,2,5,2.6,NA,3.2,NA,0,,,
11,23_nov_13,10,p,ni_p10_2,asteraceae,3,10,6.2,NA,7.5,NA,,cardo,asteraceae,asteraceae
3,23_jun_28,3,p,plla,plla,2,10,5.5,NA,6,NA,0,,,
3,23_jun_28,3,p,pore,pore,6,39,3,NA,1.3,NA,0,,,
3,23_jun_28,3,p,pore,pore,6,28,2.1,NA,2.1,NA,0,,,
3,23_jun_28,3,p,pore,pore,6,15,2.5,NA,1.6,NA,0,,,
3,23_jun_28,3,p,pore,pore,6,8.5,3.2,NA,0.9,NA,0,,,
3,23_jun_28,3,p,shar,shar,2,5.5,1.3,NA,1.5,NA,NA,,,
3,23_jun_28,3,p,shar,shar,2,5,1.3,NA,1.5,NA,NA,,,
3,23_jun_28,8,w,gedi,gedi,2,53,NA,0.11,2,NA,NA,,,
3,23_jun_28,9,w,gedi,gedi,3,NA,NA,NA,NA,NA,NA,sampling without allometric measurements if abundance was <5,,
8,23_sep_18,10,p,gedi,gedi,5,3,NA,0.05,NA,0.01,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,10,p,gedi,gedi,5,3,NA,0.01,NA,0.01,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,10,p,gedi,gedi,5,3,NA,0.04,NA,0.02,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,10,p,gedi,gedi,5,2.5,NA,0.01,NA,0.01,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,10,p,gedi,gedi,5,2.5,NA,0.01,NA,0.01,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,11,c,gedi,gedi,1,6.5,NA,0.01,NA,0.01,1,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,11,c,gedi,gedi,1,6,NA,0.01,NA,0.01,1,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,12,wp,gedi,gedi,0.5,1.5,NA,0.01,NA,0.02,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,14,c,gedi,gedi,2,3.5,NA,0.01,NA,0.02,0,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,14,c,gedi,gedi,2,3,NA,0.01,NA,0.02,0,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,4,wp,gedi,gedi,1,3,NA,0.04,NA,0.01,0,,,
8,23_sep_18,6,p,gedi,gedi,3,4,NA,0.03,NA,0.05,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,6,p,gedi,gedi,3,3.5,NA,0.03,NA,0.03,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,6,p,gedi,gedi,3,3.5,NA,0.03,NA,0.03,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,6,p,gedi,gedi,3,2.5,NA,0.03,NA,0.03,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,6,p,gedi,gedi,3,2.5,NA,0.03,NA,0.03,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,7,c,gedi,gedi,1,9,1,NA,0.9,NA,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,8,w,gedi,gedi,4,6,NA,0.01,NA,0.01,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,8,w,gedi,gedi,4,6,NA,0.02,NA,0.02,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,8,w,gedi,gedi,4,4,NA,0.02,NA,0.02,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,8,w,gedi,gedi,4,3.5,NA,0.02,NA,0.02,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,8,w,gedi,gedi,4,3,NA,0.02,NA,0.02,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,9,w,gedi,gedi,1,5,1.2,NA,NA,0.02,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,9,w,gedi,gedi,1,5,NA,0.05,NA,0.04,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
8,23_sep_18,9,w,gedi,gedi,1,3,NA,0.03,NA,0.02,NA,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
9,23_oct_4,10,p,gedi,gedi,8,9,NA,0.1,NA,0.03,NA,,,
9,23_oct_4,10,p,gedi,gedi,8,8.5,NA,0.13,NA,0.09,NA,,,
9,23_oct_4,10,p,gedi,gedi,8,8,0.9,NA,0.8,NA,NA,,,
9,23_oct_4,10,p,gedi,gedi,8,7,NA,0.16,NA,0.01,NA,,,
9,23_oct_4,10,p,gedi,gedi,8,6,NA,0.02,NA,0.05,NA,,,
9,23_oct_4,11,c,gedi,gedi,3,13,NA,0.02,NA,0.01,0,,,
9,23_oct_4,11,c,gedi,gedi,3,7,NA,0.01,NA,0,0,,,
9,23_oct_4,11,c,gedi,gedi,3,6.5,NA,0.03,NA,0.02,0,,,
9,23_oct_4,11,c,gedi,gedi,3,5.5,NA,0.02,NA,0,0,,,
9,23_oct_4,11,c,gedi,gedi,3,4,NA,0.01,NA,0,0,,,
9,23_oct_4,13,wp,gedi,gedi,2,7,1.8,NA,2,NA,NA,,,
9,23_oct_4,13,wp,gedi,gedi,2,5.5,2,NA,1.3,NA,NA,,,
9,23_oct_4,13,wp,gedi,gedi,2,2.5,0.8,NA,0.9,NA,NA,,,
9,23_oct_4,14,c,gedi,gedi,7,9,NA,0,NA,0.02,NA,,,
9,23_oct_4,14,c,gedi,gedi,7,5,NA,0.01,NA,0.02,NA,,,
9,23_oct_4,14,c,gedi,gedi,7,4,NA,0.08,NA,0.01,NA,,,
9,23_oct_4,14,c,gedi,gedi,7,3,NA,0,NA,0,NA,,,
9,23_oct_4,14,c,gedi,gedi,7,3,NA,0,NA,0,NA,,,
9,23_oct_4,16,w,gedi,gedi,1,9,NA,0,NA,0,0,,,
9,23_oct_4,4,wp,gedi,gedi,1,6,0.9,NA,0.5,NA,1,,,
9,23_oct_4,4,wp,gedi,gedi,1,2,NA,0.05,NA,0.01,0,"teniamos puesto ranunculos y los cambaimos tdoso por gferanium, dudas, eran muy pequeños",,
9,23_oct_4,6,p,gedi,gedi,10,10,0.8,NA,0.7,NA,NA,,,
9,23_oct_4,6,p,gedi,gedi,10,8,1,NA,0.7,NA,NA,,,
9,23_oct_4,6,p,gedi,gedi,10,5.5,1,NA,0.9,NA,NA,,,
9,23_oct_4,6,p,gedi,gedi,10,3.5,NA,0.03,NA,0.01,NA,,,
9,23_oct_4,6,p,gedi,gedi,10,3,0.9,NA,0.8,NA,NA,,,
9,23_oct_4,8,w,gedi,gedi,9.8,12,NA,0.04,NA,0.05,NA,,,
9,23_oct_4,8,w,gedi,gedi,9.8,10,NA,0.01,NA,0.06,NA,,,
9,23_oct_4,8,w,gedi,gedi,9.8,7,NA,0.06,NA,0.03,NA,,,
9,23_oct_4,8,w,gedi,gedi,9.8,7,NA,0.02,NA,0.05,NA,,,
9,23_oct_4,8,w,gedi,gedi,9.8,6.5,NA,0.02,NA,0.03,NA,,,
9,23_oct_4,9,w,gedi,gedi,4,7,NA,0.01,NA,0.01,0,,,
9,23_oct_4,9,w,gedi,gedi,4,6.5,NA,0.01,NA,0.01,0,,,
9,23_oct_4,9,w,gedi,gedi,4,5.5,NA,0.05,NA,0.03,0,,,
9,23_oct_4,9,w,gedi,gedi,4,3.5,NA,0.01,NA,0.01,0,,,
9,23_oct_4,9,w,gedi,gedi,4,2,NA,0.01,NA,0.01,0,,,
11,23_nov_13,15,p,mear,mear,8,10,5.5,NA,3.1,NA,,,,
11,23_nov_13,15,p,melu,melu,8,41,3.3,NA,2.5,NA,,,,
0,23_may_4,16,w,gemo,gemo,0.5,29,NA,NA,NA,NA,NA,,,
0,23_may_4,16,w,gemo,gemo,0.5,25,NA,NA,NA,NA,NA,,,
0,23_may_4,16,w,gemo,gemo,0.5,23,NA,NA,NA,NA,NA,,,
0,23_may_4,16,w,gemo,gemo,0.5,22.5,NA,NA,NA,NA,NA,,,
1,23_may_16,16,w,gemo,gemo,1,37,NA,NA,NA,NA,1,,,
1,23_may_16,16,w,gemo,gemo,1,23,NA,NA,NA,NA,1,,,
11,23_nov_13,2,c,gedi,gedi,2,8,2.5,NA,2,NA,,,,
11,23_nov_13,2,c,gedi,gedi,2,5,NA,0.09,NA,0.05,,,,
11,23_nov_13,2,c,libi,libi,1,8,NA,0.01,NA,0.04,,,,
11,23_nov_13,2,c,ni_p2_3,mear,3,7,NA,0.08,NA,0,,trifolium/medicago?,fabaceae,fabaceae
2,23_jun_14,11,c,gemo,gemo,1,10,NA,NA,NA,NA,0,,,
9,23_oct_4,3,p,bepe,bepe,3,1.5,0.5,NA,0.5,NA,0,,,
0,23_may_4,4,wp,cardo,asteraceae,3,49,NA,NA,NA,NA,NA,,,
0,23_may_4,14,c,crca,asteraceae,1,27,NA,NA,NA,NA,0,,,
7,23_sep_4,14,c,fear,fear,25,15,3.3,NA,3,NA,NA,,,
7,23_sep_4,5,wp,fear,fear,10,11,11,NA,4.2,NA,NA,,,
7,23_sep_4,5,wp,fear,fear,10,9,10.5,NA,3,NA,NA,,,
7,23_sep_4,5,wp,fear,fear,10,8,3.4,NA,2,NA,NA,,,
7,23_sep_4,5,wp,fear,fear,10,7.5,6.5,NA,3,NA,NA,,,
7,23_sep_4,5,wp,fear,fear,10,7,5.8,NA,4.2,NA,NA,,,
7,23_sep_4,6,p,fear,fear,20,39,29.5,NA,8.5,NA,NA,,,
8,23_sep_18,10,p,ni_p10_2,asteraceae,3,6,3,NA,3.9,NA,0,cardo,asteraceae,asteraceae
8,23_sep_18,10,p,ni_p10_2,asteraceae,3,3.5,1.5,NA,1.5,NA,0,cardo,asteraceae,asteraceae
9,23_oct_4,10,p,ni_p10_2,asteraceae,1,8,3.6,NA,4,NA,NA,cardo,asteraceae,asteraceae
10,23_oct_16,10,p,ni_p10_5,asteraceae,7,13,18,NA,21,NA,0,cardo,asteraceae,asteraceae
11,23_nov_13,10,p,ni_p10_5,asteraceae,8,27,24,NA,20,NA,,cardo,asteraceae,asteraceae
11,23_nov_13,1,w,plla,plla,4,10,1.5,NA,1.5,NA,,,,
11,23_nov_13,1,w,plla,plla,4,9,9.3,NA,1.5,NA,,,,
11,23_nov_13,1,w,shar,shar,7,9,NA,0.01,0.7,NA,,,,
11,23_nov_13,1,w,shar,shar,7,8,NA,0.03,NA,0.01,,,,
11,23_nov_13,1,w,shar,shar,7,5,NA,0.01,NA,0.03,,,,
11,23_nov_13,1,w,shar,shar,7,4,NA,0.01,NA,0,,,,
11,23_nov_13,1,w,shar,shar,7,3,NA,0,NA,0,,,,
0,23_may_4,14,c,crca,asteraceae,1,15,NA,NA,NA,NA,0,,,
1,23_may_16,14,c,crca,asteraceae,1,18,NA,NA,NA,NA,NA,,,
2,23_jun_14,14,c,crca,asteraceae,2,57,NA,NA,NA,NA,NA,,,
2,23_jun_14,14,c,crca,asteraceae,2,27,NA,NA,NA,NA,NA,,,
3,23_jun_28,3,p,shar,shar,2,3.5,0.8,NA,1.2,NA,NA,,,
3,23_jun_28,3,p,shar,shar,2,3,0.9,NA,0.8,NA,NA,,,
3,23_jun_28,1,w,crca,asteraceae,1,47,2.5,NA,NA,0.03,2,,,
11,23_nov_13,10,p,kisp,kisp,1,6,1.6,NA,2.1,NA,,,,
3,23_jun_28,3,p,shar,shar,2,3,0.8,NA,0.6,NA,NA,,,
3,23_jun_28,3,p,trfr,trfr,3,12,NA,0.14,4.5,NA,2,,,
3,23_jun_28,3,p,trfr,trfr,3,9,3.5,NA,3,NA,2,,,
3,23_jun_28,3,p,trfr,trfr,3,7,2,NA,2.5,NA,2,,,
0,23_may_4,12,wp,libi,libi,2,74,NA,NA,NA,NA,NA,,,
0,23_may_4,12,wp,libi,libi,2,58,NA,NA,NA,NA,NA,,,
0,23_may_4,12,wp,libi,libi,2,39,NA,NA,NA,NA,NA,,,
0,23_may_4,14,c,libi,libi,3,64,NA,NA,NA,NA,NA,,,
0,23_may_4,14,c,libi,libi,3,55,NA,NA,NA,NA,NA,,,
0,23_may_4,14,c,libi,libi,3,50,NA,NA,NA,NA,NA,,,
0,23_may_4,16,w,libi,libi,0.2,40,NA,NA,NA,NA,NA,,,
1,23_may_16,14,c,libi,libi,2,77,NA,NA,NA,NA,1,,,
1,23_may_16,14,c,libi,libi,2,68,NA,NA,NA,NA,1,,,
1,23_may_16,14,c,libi,libi,2,60.5,NA,NA,NA,NA,1,,,
1,23_may_16,16,w,libi,libi,1,48,NA,NA,NA,NA,NA,,,
10,23_oct_16,14,c,libi,libi,1,12,NA,0.03,NA,0.02,NA,,,
10,23_oct_16,14,c,libi,libi,1,6,NA,0.01,NA,0.02,NA,,,
10,23_oct_16,14,c,libi,libi,1,4,NA,0,NA,0.01,NA,,,
10,23_oct_16,16,w,libi,libi,1,11,NA,0,NA,0,NA,,,
10,23_oct_16,16,w,libi,libi,1,10,NA,0.01,NA,0,NA,,,
10,23_oct_16,16,w,libi,libi,1,7,NA,0,NA,0,NA,,,
10,23_oct_16,16,w,libi,libi,1,6,NA,0,NA,0,NA,,,
11,23_nov_13,14,c,libi,libi,4,10,NA,0.01,NA,0,,,,
11,23_nov_13,14,c,libi,libi,4,10,NA,0,NA,0.01,,,,
11,23_nov_13,14,c,libi,libi,4,8.5,NA,0,NA,0.01,,,,
11,23_nov_13,14,c,libi,libi,4,8,NA,0.01,NA,0.01,,,,
11,23_nov_13,14,c,libi,libi,4,7,NA,0,NA,0.01,,,,
11,23_nov_13,16,w,libi,libi,2,13,NA,0.01,NA,0.01,,,,
11,23_nov_13,16,w,libi,libi,2,11,NA,0.01,NA,0.01,,,,
11,23_nov_13,16,w,libi,libi,2,7.5,NA,0,NA,0.01,,,,
11,23_nov_13,2,c,ni_p2_3,mear,3,7,NA,0.15,NA,0.11,,trifolium/medicago?,fabaceae,fabaceae
11,23_nov_13,2,c,rabu,rabu,1,8.5,NA,0.05,NA,0.08,,,,
2,23_jun_14,14,c,libi,libi,12,91,NA,NA,NA,NA,NA,,,
2,23_jun_14,14,c,libi,libi,12,85,NA,NA,NA,NA,NA,,,
2,23_jun_14,14,c,libi,libi,12,80,NA,NA,NA,NA,NA,,,
2,23_jun_14,14,c,libi,libi,12,73,NA,NA,NA,NA,NA,,,
2,23_jun_14,14,c,libi,libi,12,73,NA,NA,NA,NA,NA,,,
2,23_jun_14,14,c,libi,libi,12,59,NA,NA,NA,NA,NA,,,
2,23_jun_14,16,w,libi,libi,4,59,NA,NA,NA,NA,NA,,,
2,23_jun_14,16,w,libi,libi,4,44,NA,NA,NA,NA,NA,,,
5,23_jul_26,5,wp,ni_p5_1,poaceae,5,22,2.1,NA,1.4,NA,NA,dactylis?? graminiea de tallo plano,ni-3,poaceae
5,23_jul_26,5,wp,ni_p5_1,poaceae,5,19,3,NA,1.8,NA,NA,dactylis?? graminiea de tallo plano,ni-3,poaceae
5,23_jul_26,5,wp,ni_p5_1,poaceae,5,18,1.6,NA,1.1,NA,NA,dactylis?? graminiea de tallo plano,ni-3,poaceae
6,23_aug_22,5,wp,elre,poaceae,9,31,1.2,NA,1,NA,0,,,
3,23_jun_28,14,c,fear,fear,20,82,17,NA,6.5,NA,NA,,,
3,23_jun_28,16,w,libi,libi,2,70,NA,0.08,NA,0.1,0,,,
3,23_jun_28,16,w,libi,libi,2,57,NA,0.09,NA,0.08,0,,,
3,23_jun_28,16,w,libi,libi,2,56,NA,0.07,NA,0.08,0,,,
4,23_jul_11,14,c,libi,libi,7,82,NA,0.28,NA,0.19,1,,,
4,23_jul_11,14,c,libi,libi,7,75,NA,0.24,NA,0.16,1,,,
4,23_jul_11,14,c,libi,libi,7,75,NA,0.14,NA,0.14,1,,,
4,23_jul_11,14,c,libi,libi,7,71.5,NA,0.12,NA,0.14,1,,,
4,23_jul_11,14,c,libi,libi,7,66,NA,0.18,NA,0.16,1,,,
4,23_jul_11,16,w,libi,libi,2,61,NA,0.07,NA,0.06,NA,,,
4,23_jul_11,16,w,libi,libi,2,57.5,NA,0.06,NA,0.1,NA,,,
4,23_jul_11,16,w,libi,libi,2,53,NA,0.05,NA,0.09,NA,,,
4,23_jul_11,16,w,libi,libi,2,52,NA,0.03,NA,0.04,NA,,,
5,23_jul_26,10,p,libi,libi,1,6.5,NA,0.01,NA,0.02,0,,,
5,23_jul_26,14,c,libi,libi,11,89.5,NA,0.18,NA,0.16,NA,,,
5,23_jul_26,14,c,libi,libi,11,80,NA,0.14,NA,0.16,NA,,,
5,23_jul_26,14,c,libi,libi,11,74,NA,0.13,NA,0.15,NA,,,
5,23_jul_26,14,c,libi,libi,11,68.5,NA,0.1,NA,0.11,NA,,,
5,23_jul_26,14,c,libi,libi,11,61,NA,0.11,NA,0.13,NA,,,
5,23_jul_26,16,w,libi,libi,4,65.5,NA,0.1,NA,0.13,0,,,
6,23_aug_22,14,c,libi,libi,2,83,NA,0.14,NA,0.18,NA,,,
6,23_aug_22,14,c,libi,libi,2,53,NA,0.15,NA,0.15,NA,,,
6,23_aug_22,14,c,libi,libi,2,29.5,NA,0.11,NA,0.03,NA,,,
9,23_oct_4,14,c,libi,libi,1,10.5,NA,0,NA,0.03,NA,,,
9,23_oct_4,14,c,libi,libi,1,7.5,NA,0,NA,0,NA,,,
9,23_oct_4,14,c,libi,libi,1,5.5,NA,0,NA,0,NA,,,
9,23_oct_4,14,c,libi,libi,1,5,NA,0,NA,0,NA,,,
9,23_oct_4,14,c,libi,libi,1,2,NA,0,NA,0,NA,,,
9,23_oct_4,16,w,libi,libi,1,11,NA,0.01,NA,0.01,NA,,,
6,23_aug_22,5,wp,elre,poaceae,9,28,0.8,NA,0.8,NA,0,,,
6,23_aug_22,5,wp,elre,poaceae,9,22,0.9,NA,1.1,NA,0,,,
1,23_may_16,14,c,loco,loco,0.5,32.5,NA,NA,NA,NA,2,,,
2,23_jun_14,14,c,loco,loco,1,45,NA,NA,NA,NA,1,,,
10,23_oct_16,10,p,lyar,lyar,6,19,3.9,NA,5.8,NA,0,,,
10,23_oct_16,10,p,lyar,lyar,6,7.5,NA,0.08,NA,0.1,0,,,
10,23_oct_16,4,wp,lyar,lyar,16,28,3.5,NA,9,NA,NA,,,
10,23_oct_16,4,wp,lyar,lyar,16,17,5,NA,6.9,NA,NA,,,
10,23_oct_16,4,wp,lyar,lyar,16,17,2.8,NA,3.8,NA,NA,,,
10,23_oct_16,4,wp,lyar,lyar,16,12,1.7,NA,3.4,NA,NA,,,
11,23_nov_13,10,p,lyar,lyar,10,23,8.5,NA,13,NA,,,,
11,23_nov_13,4,wp,lyar,lyar,10,38,6.5,NA,8.5,NA,,,,
11,23_nov_13,4,wp,lyar,lyar,10,29,3.2,NA,5.5,NA,,,,
11,23_nov_13,4,wp,lyar,lyar,10,27,5.2,NA,6.8,NA,,,,
11,23_nov_13,4,wp,lyar,lyar,10,23,2.5,NA,4,NA,,,,
3,23_jun_28,4,wp,lyar,lyar,2,5,1.8,NA,2,NA,2,,,
3,23_jun_28,4,wp,lyar,lyar,2,3.5,2.1,NA,1.8,NA,2,,,
3,23_jun_28,3,p,trfr,trfr,3,6,6.5,NA,2.6,NA,2,,,
3,23_jun_28,3,p,trfr,trfr,3,5.5,2.6,NA,2,NA,2,,,
8,23_sep_18,5,wp,chsp,chsp,3,30,NA,0.14,0.9,NA,NA,,,
9,23_oct_4,5,wp,chsp,chsp,2,34,NA,0.13,1.6,NA,NA,,,
3,23_jun_28,3,p,chsp,chsp,4,9.5,NA,0.13,2.6,NA,NA,,,
3,23_jun_28,3,p,chsp,chsp,4,9,NA,0.09,2,NA,NA,,,
3,23_jun_28,3,p,chsp,chsp,4,7.5,NA,0.07,2.2,NA,NA,,,
4,23_jul_11,3,p,coar,coar,2,17,2.8,NA,2.5,NA,0,,,
4,23_jul_11,3,p,coar,coar,2,12.5,2.6,NA,2.1,NA,0,,,
4,23_jul_11,4,wp,lyar,lyar,3,8,2.4,NA,2.5,NA,0,,,
4,23_jul_11,4,wp,lyar,lyar,3,6,2.1,NA,2,NA,0,,,
4,23_jul_11,4,wp,lyar,lyar,3,6,2.2,NA,2.3,NA,0,,,
5,23_jul_26,4,wp,lyar,lyar,10,17.5,2.5,NA,3.1,NA,NA,,,
5,23_jul_26,4,wp,lyar,lyar,10,14,0.2,NA,2.5,NA,NA,,,
5,23_jul_26,4,wp,lyar,lyar,10,4,1.4,NA,1,NA,NA,,,
6,23_aug_22,4,wp,lyar,lyar,8,23,NA,0.43,3.5,NA,NA,,,
6,23_aug_22,4,wp,lyar,lyar,8,19,NA,0.19,2.1,NA,NA,,,
6,23_aug_22,4,wp,lyar,lyar,8,8.5,NA,0.22,3.5,NA,NA,,,
6,23_aug_22,4,wp,lyar,lyar,8,8.5,NA,0.2,3,NA,NA,,,
7,23_sep_4,10,p,lyar,lyar,4,4,1.5,NA,2.8,NA,0,,,
11,23_nov_13,15,p,melu,melu,8,33,4.2,NA,2.7,NA,,,,
7,23_sep_4,4,wp,lyar,lyar,10,22,3,NA,5.5,NA,NA,,,
7,23_sep_4,4,wp,lyar,lyar,10,18,1.2,NA,2.8,NA,NA,,,
7,23_sep_4,4,wp,lyar,lyar,10,9.5,1.7,NA,3.4,NA,NA,,,
7,23_sep_4,4,wp,lyar,lyar,10,8.5,1.9,NA,4.1,NA,NA,,,
7,23_sep_4,4,wp,lyar,lyar,10,6,1,NA,1.3,NA,NA,,,
8,23_sep_18,10,p,lyar,lyar,6,10,3.5,NA,5,NA,0,,,
8,23_sep_18,4,wp,lyar,lyar,10,26,3.5,NA,8,NA,NA,,,
8,23_sep_18,4,wp,lyar,lyar,10,18,3,NA,3.5,NA,NA,,,
8,23_sep_18,4,wp,lyar,lyar,10,12,2.5,NA,4.5,NA,NA,,,
8,23_sep_18,4,wp,lyar,lyar,10,11,2.8,NA,6.4,NA,NA,,,
8,23_sep_18,4,wp,lyar,lyar,10,9,1.7,NA,2.9,NA,NA,,,
9,23_oct_4,10,p,lyar,lyar,4,17,5,NA,8.8,NA,0,,,
9,23_oct_4,4,wp,lyar,lyar,10,29,3.2,NA,7,NA,NA,,,
9,23_oct_4,4,wp,lyar,lyar,10,18,2.5,NA,3.5,NA,NA,,,
9,23_oct_4,4,wp,lyar,lyar,10,18,2.4,NA,4.2,NA,NA,,,
9,23_oct_4,4,wp,lyar,lyar,10,17,3,NA,5.4,NA,NA,,,
